folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.10.11.08.31.07_veh-50_01576_01734,606,756,,Non-Referential,,./staging/labels - Vrishan Inukollu.csv,15.0
2021.10.11.08.31.07_veh-50_02146_02283,118,450,,Non-Referential,,./staging/labels - Vrishan Inukollu.csv,33.2
2021.10.11.05.34.05_veh-50_00838_00947,238,454,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,21.6
2021.10.11.08.31.07_veh-50_02360_02684,82,648,Change to left lane once you pass bus,Static Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,56.6
2021.08.17.18.11.12_veh-08_00629_01599,495,2085,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,159.0
2021.08.17.19.18.39_veh-08_00118_00178,27,212,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,18.5
2021.08.17.13.15.12_veh-45_02124_02293,403,588,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,18.5
2021.08.17.14.32.33_veh-08_01576_01919,333,983,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,65.0
2021.08.17.16.48.45_veh-43_02070_02652,2313,2487,"After passing the crosswalk, stop at the cone",Static Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,17.4
2021.08.17.16.48.45_veh-43_02070_02652,561,1044,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,48.3
2021.08.17.18.44.32_veh-08_00873_01540,523,1197,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,67.4
2021.08.17.13.15.12_veh-45_02124_02293,154,586,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,43.2
2021.08.17.13.15.12_veh-45_02124_02293,519,752,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,23.3
2021.08.17.19.18.39_veh-08_00118_00178,135,290,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,15.5
2021.08.17.19.18.39_veh-08_00118_00178,123,277,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,15.4
2021.08.17.18.11.12_veh-08_00629_01599,890,2198,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,130.8
2021.08.17.16.48.45_veh-43_02070_02652,1783,2517,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,73.4
2021.08.17.14.32.33_veh-08_01576_01919,1542,1694,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,15.2
2021.08.17.18.44.32_veh-08_00873_01540,648,1015,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,36.7
2021.08.17.13.15.12_veh-45_02124_02293,369,700,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,33.1
2021.08.17.14.45.12_veh-42_00542_00803,660,1287,Slow down for backing van,Static Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,62.7
2021.08.17.14.32.33_veh-08_01576_01919,1433,1636,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,20.3
2021.08.17.14.45.12_veh-42_00542_00803,107,987,,Non-Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,88.0
2021.08.17.18.44.32_veh-08_00873_01540,1096,2421,park behind van,Static Referential,Vrishan,./staging/labels - Vrishan Inukollu.csv,132.5
2021.06.14.18.33.41_veh-35_00898_01182,420,1376,turn left when the light turns green,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,95.6
2021.06.14.18.33.41_veh-35_00898_01182,41,884,yield to pedestrians crossing the street,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,84.3
2021.06.14.18.33.41_veh-35_00898_01182,1090,1386,follow the black car,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,29.6
2021.06.14.18.33.41_veh-35_00898_01182,179,1284,turn left when the light turns green,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,110.5
2021.06.14.18.33.41_veh-35_00898_01182,943,1237,follow the black car,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,29.4
2021.06.14.18.33.41_veh-35_00898_01182,86,1274,turn left when the light turns green,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,118.8
2021.06.09.12.39.51_veh-26_01491_01642,258,636,merge left and avoid pedestrians,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,37.8
2021.06.09.12.39.51_veh-26_01491_01642,208,633,turn left,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,42.5
2021.06.09.12.39.51_veh-26_01491_01642,103,423,turn right,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,32.0
2021.06.09.12.39.51_veh-26_01491_01642,383,653,stop here,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,27.0
2021.06.09.12.06.35_veh-35_00149_00262,324,496,go straight,Static Referential,,./staging/labels - Jonathan Boaz.csv,17.2
2021.06.09.12.06.35_veh-35_00149_00262,183,349,drive straight,Non-Referential,,./staging/labels - Jonathan Boaz.csv,16.6
2021.06.09.12.06.35_veh-35_00149_00262,108,310,stop at the red light,Static Referential,,./staging/labels - Jonathan Boaz.csv,20.2
2021.06.09.12.06.35_veh-35_00149_00262,175,522,,Non-Referential,,./staging/labels - Jonathan Boaz.csv,34.7
2021.06.09.11.54.15_veh-12_01403_01526,262,562,turn right,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,30.0
2021.06.09.11.54.15_veh-12_01403_01526,128,323,merge right and turn right at the intersection,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,19.5
2021.06.09.11.54.15_veh-12_01403_01526,24,496,merge to the rightmost lane,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,47.2
2021.06.09.12.51.31_veh-35_00697_00820,70,608,follow the motorcyclist,Dynamic Referential,,./staging/labels - Jonathan Boaz.csv,53.8
2021.06.09.12.51.31_veh-35_00697_00820,141,575,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,43.4
2021.06.09.12.51.31_veh-35_00697_00820,192,525,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,33.3
2021.06.09.12.51.31_veh-35_00697_00820,290,511,follow the motorcyclist,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,22.1
2021.05.12.23.36.44_veh-35_00515_00701,3,898,follow the green truck,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,89.5
2021.05.12.23.36.44_veh-35_00515_00701,404,806,turn right at the intersection,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,40.2
2021.05.12.23.36.44_veh-35_00515_00701,114,689,merge left and follow the gold sedan,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,57.5
2021.05.12.23.36.44_veh-35_00515_00701,157,569,turn left at the light,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,41.2
2021.05.12.19.36.12_veh-35_01744_01934,27,240,turn right at the intersection,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,21.3
2021.05.12.19.36.12_veh-35_01744_01934,168,700,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,53.2
2021.06.09.12.39.51_veh-26_01418_01480,12,176,wait for pedestrians to cross,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,16.4
2021.06.09.12.39.51_veh-26_01418_01480,70,292,wait for the light to turn green,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,22.2
2021.06.09.11.54.15_veh-12_00689_01229,119,1482,turn right and merge left,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,136.3
2021.05.12.23.36.44_veh-35_00785_01041,389,1151,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,76.2
2021.06.09.12.39.51_veh-26_04255_04331,83,282,,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,19.9
2021.06.09.11.54.15_veh-12_02957_03110,480,754,follow the black suv,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,27.4
2021.06.09.12.51.31_veh-35_00007_00089,81,349,merge left,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,26.8
2021.06.09.12.39.51_veh-26_00371_00480,178,493,yield to mergeing vehicles,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,31.5
2021.05.12.19.36.12_veh-35_01400_01643,238,414,follow the white van,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,17.6
2021.06.09.12.39.51_veh-26_00055_00360,78,1480,follow the fed-ex truck,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,140.2
2021.05.12.19.36.12_veh-35_01400_01643,47,1011,wait for pedestrians to cross,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,96.4
2021.05.12.19.36.12_veh-35_00215_00405,91,844,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,75.3
2021.05.12.19.36.12_veh-35_01400_01643,852,1108,turn right and follow the white truck,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,25.6
2021.06.09.12.39.51_veh-26_00371_00480,40,486,turn right after pedestrians cross,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,44.6
2021.05.12.19.36.12_veh-35_01400_01643,102,1109,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,100.7
2021.05.12.19.36.12_veh-35_00005_00204,599,802,follow the black van,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,20.3
2021.06.09.12.06.35_veh-35_01164_01494,498,1458,follow the grey suv,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,96.0
2021.06.09.11.54.15_veh-12_01902_02277,177,1549,drive straight and turn left at the light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,137.2
2021.06.09.11.54.15_veh-12_05108_05331,326,1034,follow the black van and turn left after the pedestrians cross the intersection,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,70.8
2021.06.09.11.54.15_veh-12_01902_02277,38,312,drive straight,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,27.4
2021.06.09.12.06.35_veh-35_01164_01494,181,1325,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,114.4
2021.06.09.12.39.51_veh-26_04543_05321,487,2541,turn right,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,205.4
2021.06.09.12.39.51_veh-26_04543_05321,748,1457,follow the white car,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,70.9
2021.06.09.12.39.51_veh-26_02470_02648,173,425,turn right,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,25.2
2021.06.09.12.39.51_veh-26_04543_05321,604,1678,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,107.4
2021.06.09.12.39.51_veh-26_02470_02648,148,857,merge right and turn right at the intersection,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,70.9
2021.05.12.22.00.38_veh-35_01008_01518,1125,2186,follow the blue car,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,106.1
2021.06.09.11.54.15_veh-12_05342_05403,25,192,follow the white van,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,16.7
2021.06.09.12.39.51_veh-26_04543_05321,1071,1437,wait for pedestrians to cross the intersection,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,36.6
2021.06.09.12.39.51_veh-26_02470_02648,232,825,follow the white car,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,59.3
2021.05.12.22.00.38_veh-35_01008_01518,1099,2503,follow the blue car,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,140.4
2021.06.09.12.39.51_veh-26_04543_05321,661,1550,,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,88.9
2021.05.12.22.00.38_veh-35_01008_01518,987,1572,drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,58.5
2021.06.09.12.39.51_veh-26_04543_05321,1418,2227,wait for the light to turn green,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,80.9
2021.08.17.18.44.32_veh-08_00873_01540,494,2245,turn left and drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,175.1
2021.08.17.18.44.32_veh-08_00873_01540,909,2465,drive straight and turn left ,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,155.6
2021.08.17.13.15.12_veh-45_00925_00987,17,297,turn left at the light then take a right at the next light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,28.0
2021.08.17.15.02.08_veh-45_01348_01731,290,463,wait for pedestrians to cross then turn right ,Both,jboaz,./staging/labels - Jonathan Boaz.csv,17.3
2021.08.17.18.13.38_veh-45_00410_00618,60,294,turn left at the intersection ,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,23.4
2021.08.17.18.13.38_veh-45_00410_00618,61,813,turn left when the intersection is clear,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,75.2
2021.08.17.19.18.39_veh-08_00118_00178,34,201,turn right then turn right at the light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,16.7
2021.08.17.14.45.12_veh-42_00542_00803,13,1250,turn left then merge right and turn right at the next light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,123.7
2021.08.17.19.18.39_veh-08_00118_00178,0,162,turn right then turn right again ,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,16.2
2021.08.17.18.44.32_veh-08_00873_01540,161,2497,turn left when the intersection is clear and drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,233.6
2021.08.17.14.45.12_veh-42_00542_00803,227,563,merge left and turn left at the intersection,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,33.6
2021.08.17.14.32.33_veh-08_01576_01919,137,1277,drive straight then make a left at the stop sign,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,114.0
2021.08.17.18.44.32_veh-08_00873_01540,124,2426,turn left at the light and drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,230.2
2021.08.17.16.48.45_veh-43_02070_02652,1317,2525,turn left at the light and turn left again at the next intersection,Non-Referential,jboaz,./staging/labels - Jonathan Boaz.csv,120.8
2021.08.17.14.32.33_veh-08_01576_01919,553,1451,turn left then turn left at the stop sign and drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,89.8
2021.08.17.18.11.12_veh-08_00629_01599,298,620,follow the red truck,Dynamic Referential,jboaz,./staging/labels - Jonathan Boaz.csv,32.2
2021.08.17.14.45.12_veh-42_00542_00803,161,833,drive straight then turn left at the light then turn left at the stop sign,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,67.2
2021.08.17.13.15.12_veh-45_00925_00987,105,291,turn left at the light then turn right at the next light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,18.6
2021.08.17.14.45.12_veh-42_00542_00803,449,1232,turn left at the light then turn left at the stop sign then merge left then turn left at the next light,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,78.3
2021.08.17.13.15.12_veh-45_02124_02293,17,828,turn left at the stop sign then drive straight and merge left to avoid the truck then turn left at the stop sign then right at the next stop sign,Both,jboaz,./staging/labels - Jonathan Boaz.csv,81.1
2021.08.17.18.13.38_veh-45_00410_00618,502,1015,turn left then turn right and drive straight for two blocks,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,51.3
2021.08.17.13.15.12_veh-45_02124_02293,340,801,turn left at the stop sign then right at the next stop sign and drive straight until the next stop sign,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,46.1
2021.08.17.18.11.12_veh-08_00629_01599,125,2329,merge left to avoid the truck then follow the red truck ,Both,jboaz,./staging/labels - Jonathan Boaz.csv,220.4
2021.08.17.15.02.08_veh-45_01348_01731,115,1685,turn left and drive straight for blocks then turn right ,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,157.0
2021.08.17.16.48.45_veh-43_02070_02652,1143,1983,turn left at the light and turn left at the next light then drive straight across the bridge,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,84.0
2021.08.17.18.13.38_veh-45_00410_00618,88,498,turn left at the light then drive straight,Static Referential,jboaz,./staging/labels - Jonathan Boaz.csv,41.0
2021.09.15.14.27.22_veh-39_01281_01346,98,317,at the stopsign make a left turn,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,21.9
2021.08.17.13.10.50_veh-08_01060_01340,20,1240,at the stopsign make a left turn and then at the next intersection make a right turn. then make a left at the intersection with the red car,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,122.0
2021.05.12.22.00.38_veh-35_00215_00995,129,2535,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,240.6
2021.10.11.05.34.05_veh-50_00020_00149,12,625,go into the rightmost turning lane when it appears and make the right turn when the intersection appears,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,61.3
2021.06.14.18.13.35_veh-26_04058_04170,100,483,go into the entrance of paris las vegas,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,38.3
2021.06.14.11.44.56_veh-35_05211_05338,304,548,go into the rightmost turn lane when it appears and make the right turn at the intersection that has arco in it,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,24.4
2021.06.14.16.32.09_veh-35_03129_03220,103,256,go into the leftmost lane. pass the stoplight and make the next left turn into luxor las vegas,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,15.3
2021.08.17.19.18.39_veh-08_00696_00823,156,446,make the right turn on hazelwood green plaza,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,29.0
2021.06.23.22.05.48_veh-16_00602_00800,80,523,"go to the right lane after passing the intersection, then go into the rightmost lane when it appears and make the right turn",Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,44.3
2021.10.01.19.16.42_veh-28_03887_04040,403,733,"at the stopsign make a right turn, then at the next intersection make a left turn",Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,33.0
2021.06.14.19.22.11_veh-38_02466_02675,90,1032,make the left turn and switch into the right lane and keep going straight,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,94.2
2021.06.14.16.32.09_veh-35_04516_04698,19,251,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,23.2
2021.06.09.17.37.09_veh-12_01215_01375,19,547,make the right turn into paris las vegas but wait at the interseciton to allow the pedestrians to cross the crosswalk,Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,52.8
2021.08.17.18.11.12_veh-08_00083_00200,52,427,and the stopsign make a right turn and continue going straight,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,37.5
2021.06.09.18.23.43_veh-35_03403_03481,102,342,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,24.0
2021.06.14.18.13.35_veh-26_02441_02514,133,293,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,16.0
2021.06.09.18.23.43_veh-35_00555_00726,96,765,switch into the right lane after passing the second intersection,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,66.9
2021.07.16.16.27.22_veh-26_00016_01515,1632,1816,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,18.4
2021.06.09.14.58.55_veh-35_03390_03537,26,280,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,25.4
2021.08.17.13.10.50_veh-08_01060_01340,1038,1268,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,23.0
2021.06.14.13.28.41_veh-12_01591_01695,89,350,make the left turn when the light turns green,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,26.1
2021.06.09.18.23.43_veh-35_03110_03179,10,310,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,30.0
2021.06.09.19.40.26_veh-12_00279_01212,384,709,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,32.5
2021.06.09.14.58.55_veh-35_00016_00182,169,723,make a left turn at the intersection when the light turns green and switch into the right lane,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,55.4
2021.09.15.14.00.15_veh-28_00895_00981,21,342,go straight on the roundabout and make a left at the next intersection,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,32.1
2021.10.11.07.47.13_veh-50_01190_01452,774,1149,"when you pass the intersection switch into the right lane to avoid the parked vehicle in front of your lane, go back onto the original lane and make the left turn",Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,37.5
2021.06.14.13.27.42_veh-35_01160_01331,436,646,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,21.0
2021.07.09.20.59.12_veh-38_06872_07220,409,1298,follow the white car in making the left turn but enter into the left lane next to it,Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,88.9
2021.06.09.14.50.36_veh-26_01209_01393,666,840,make a left turn at the intersectio,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,17.4
2021.06.14.11.44.56_veh-35_01595_01804,452,821,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,36.9
2021.06.09.12.39.51_veh-26_00492_00587,148,378,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,23.0
2021.07.16.23.22.27_veh-14_00015_01368,1236,1653,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,41.7
2021.06.09.14.50.36_veh-26_04746_04837,96,433,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,33.7
2021.10.01.19.16.42_veh-28_00392_00906,233,2491,at the second intersection make a right turn. at the next intersection make a left turn. at the next intersection make a right turn. when you approach the stopsign make a right turn. when you pass the stoplight switch into the right lane. make the right turn at the intersection and after passing the next intersection switch into the left lane. at the fourth intersection forward make a left turn when its clear.,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,225.8
2021.06.23.21.56.29_veh-35_00097_00209,129,283,get into the middle turn lane,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,15.4
2021.08.17.16.48.45_veh-43_01060_01405,363,566,at the stop sign make a right turn and go straight,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,20.3
2021.07.09.01.37.16_veh-26_03432_03503,5,236,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,23.1
2021.06.14.16.32.09_veh-35_02928_03118,355,586,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,23.1
2021.06.09.12.51.31_veh-35_05024_05275,744,945,after passing the inerseciton switch into the right lane when there are no cars in the blindspot,Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,20.1
2021.06.09.18.23.43_veh-35_03967_05057,494,937,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,44.3
2021.10.06.13.21.47_veh-28_01002_01116,124,412,change into the left lane behind the truck,Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,28.8
2021.06.09.14.03.17_veh-12_02011_02101,69,392,at the sotpsign make a right turn and then go into the second left lane at the intersection,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,32.3
2021.06.14.16.48.02_veh-12_02517_02590,87,286,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,19.9
2021.09.15.13.16.40_veh-28_00180_00257,48,364,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,31.6
2021.06.14.14.25.15_veh-26_00867_01088,165,574,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,40.9
2021.06.14.19.22.11_veh-38_02857_03230,53,1857,"head toward the exit, make the same left turn as the white truck ahead of you and enter into the lane to the right of it. after passing 2 intersections switch into the right. when you pass three more intersections, make another right lane switch.",Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,180.4
2021.06.23.20.43.31_veh-16_03607_04007,1333,1645,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,31.2
2021.06.23.21.56.29_veh-35_00947_01581,905,1764,after passing the second intersection switch into the right lane and then make the right turn into wynn las vegas,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,85.9
2021.06.23.18.23.38_veh-26_00663_01217,728,1505,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,77.7
2021.05.12.19.36.12_veh-35_01305_01389,69,245,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,17.6
2021.05.12.19.36.12_veh-35_00215_00405,0,832,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,83.2
2021.10.06.17.08.46_veh-28_01298_01548,40,1185,at the second stopsign make a right turn. go forward and proceed straight on the intersection once the person crosses the road. move over to the left side of the road to avoid the parked vehicle and go back in the same lane. at the next stopsign make a right turn and at the end of the road make a left turn,Both,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,114.5
2021.08.17.18.54.02_veh-45_01261_02086,8,2521,"when the light turns green, make a right turn. at the next intersection make a left turn. at the second intersection make another left turn toward tunnel park. at the end of the road make a right turn and follow the road and at the next intersection make a right turn",Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,251.3
2021.08.17.17.17.01_veh-45_02314_02798,330,2195,"let the 2 cars from behind pass you then go back on the road at the next intersection make a left turn. at the next intersection make a right turn, get into the left lane and make the left turn when the light turns green. at the next intersection make a left turn. another left at the next intersection and a right turn at the next intersection. keep going straight",Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,186.5
2021.08.17.14.32.33_veh-08_00390_00468,65,382,make a right turn when the light turns green and then go into the left lane,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,31.7
2021.06.09.17.23.18_veh-38_01151_01532,556,751,after passing the intersection merge into the right lane,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,19.5
2021.06.14.14.25.15_veh-26_02659_02759,136,452,"go toward the exit slowly, as you let pedestrians walk through the road",Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,31.6
2021.07.09.20.59.12_veh-38_01713_01842,46,603,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,55.7
2021.09.15.11.49.23_veh-28_02024_02091,55,274,go straight at the roundabout and make a left turn at the first intersection. then follow the road on the right side,Static Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,21.9
2021.06.14.13.28.41_veh-12_01313_01541,207,928,"stop before the interseciton of the entrance to paris las vegas, letting pedestrians cross through first before completing the right turn. then enter into the front of paris las vegas",Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,72.1
2021.08.17.13.15.12_veh-45_02025_02103,55,322,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,26.7
2021.07.09.02.42.50_veh-35_00038_02629,2050,2517,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,46.7
2021.08.17.16.48.45_veh-43_03137_03245,28,533,at the intersection make a right turn and go straight,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,50.5
2021.09.15.14.50.05_veh-28_01392_01458,53,307,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,25.4
2021.06.14.18.42.45_veh-12_01535_01612,18,356,,Non-Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,33.8
2021.10.11.05.34.05_veh-50_00020_00149,209,609,go into the right turning lane when it appears and complete the right turn when no cars are oncoming,Dynamic Referential,parthib,./staging/parthib_submissions2 - Parthib Roy.csv,40.0
